OBJECTID,* Damage,* Street Number,* Street Name,"* Street Type (e.g. road, drive, lane, etc.)",* City,State,Zip Code,* CAL FIRE Unit,County,Community,Incident Start Date,Hazard Type,Structure Defense Actions Taken,* Structure Type,Structure Category,# Units in Structure (if multi unit),* Roof Construction,* Eaves,* Vent Screen,* Exterior Siding,* Window Pane,* Deck/Porch On Grade,* Deck/Porch Elevated,* Patio Cover/Carport Attached to Structure,* Fence Attached to Structure,Distance - Propane Tank to Structure,Distance - Residence to Utility/Misc Structure &gt; 120 SQFT,Assessed Improved Value (parcel),Year Built (parcel),Site Address (parcel),Latitude,Longitude
130056,Destroyed (>50%),912.0,Iliff,Street,Pacific Palisades,CA,90272.0,LAC,Los Angeles,Pacific Palisades ,1/7/2025 8:02:01 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Asphalt,Unknown,No Vents,Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,547244.0,2005.0,"912 ILIFF ST, PACIFIC PALISADES, CA 90272",34.0463511,-118.5183685
28433,No Damage,16162.0,Jackson Ranch ,Road,,CA,,ORC,Orange,Silverado ,12/2/2020 12:00:00 AM,Fire,,Mixed Commercial/Residential,Mixed Commercial/Residential,,Tile,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,,,170196.0,1986.0,16162 JACKSON RANCH RD SILVERADO CA,33.728900250246,-117.648205376011
69721,Destroyed (>50%),8151.0,West Murray creek,Road,Mountain Ranch,CA,95246.0,TCU,Calaveras,Sierra vista,9/9/2015 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Unknown,Unknown,Unknown,Combustible,Unknown, , , ,,,,122739.0,,8151 W MURRAY CREEK RD MOUNTAIN RANCH CA 95246,38.2376452202039,-120.580569310429
124227,Destroyed (>50%),15303.0,Friends,Street,Pacific Palisades,CA,90272.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Single Family Residence Multi Story,Single Residence,,Unknown,Unknown,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,Combustible,,<30',1929962.0,1940.0,"15303 FRIENDS ST, PACIFIC PALISADES, CA 90272",34.0366779,-118.5274559
118575,No Damage,1063.0,N Vinedo,Avenue,Pasadena,CA,91107.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Utility Misc Structure,Other Minor Structure,,Asphalt,No Eaves,No Vents,Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,147368.0,1928.0,"1063 N VINEDO AVE, PASADENA, CA 91107",34.164607,-118.0954425
80674,Destroyed (>50%),7084.0,W Pinehaven ,Drive,Somerset,CA,95684.0,AEU,El Dorado,Somerset ,8/14/2021 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,0.0,Metal,Unknown,"Mesh Screen > 1/8""""",Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,10530.0,,7084 W PINE HAVEN DR SOMERSET CA 95684,38.6450591330563,-120.526760700119
55821,No Damage,,,,Unincorporated,CA,,BTU,Butte,,11/8/2018 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,, , , , , , , , ,,,,303031.0,1990.0,2527 LAKE HILLS DR BUTTE VALLEY CA 95965,39.6513422044424,-121.616755556683
114212,No Damage,1579.0,New York,Drive,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,,,251443.0,1924.0,"1579 NEW YORK DR, ALTADENA, CA 91001",34.1787745,-118.1180127
123530,No Damage,17731.0,Calle De Palermo,,Pacific Palisades,CA,90272.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Combination of Actions,Single Family Residence Multi Story,Single Residence,,Asphalt,Enclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,Masonry/Concrete,Non Combustible,Non Combustible,,,3361027.0,2018.0,"17731 CALLE DE PALERMO, PACIFIC PALISADES, CA 90272",34.0797613,-118.5724321
115519,No Damage,1108.0,E Altadena ,Drive,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Utility Misc Structure,Other Minor Structure,,Asphalt,Unenclosed,No Vents,Stucco Brick Cement,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,,,39951.0,1950.0,"1108 E ALTADENA DR, ALTADENA, CA 91001",34.1899269,-118.1278691
85737,Destroyed (>50%),209.0,Jessie,Street,Greenville,CA,95947.0,LMU,Plumas,Greenville ,7/13/2021 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,,,14087.0,,121 JESSIE ST GREENVILLE CA 95947,40.140256072099,-120.947428745457
128494,Destroyed (>50%),528.0,N Las Casas,Avenue,Pacific Palisades,CA,90272.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,No Fence,,,147684.0,1953.0,"528 N LAS CASAS AVE, PACIFIC PALISADES, CA 90272",34.0447288,-118.54311
111843,No Damage,2349.0,Glenrose,Avenue,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,30-50',65415.0,1945.0,"2349 GLENROSE AVE, ALTADENA, CA 91001",34.1861638,-118.1558197
65665,Destroyed (>50%),5055.0,Upper Ridge,Road,Unincorporated,CA,0.0,LNU,Sonoma,Riebli,10/8/2017 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Fire Resistant,Unknown,Screened,Fire Resistant,Multi Pane, , , ,,,,161394.0,,5055 UPPER RIDGE RD SANTA ROSA CA 95404,38.5202108047452,-122.673957497344
71955,Destroyed (>50%),8608.0,Deerbrush,Avenue,SOUTH LAKE,CA,0.0,KRN,Kern,South Lake,6/24/2016 12:00:00 AM,Fire,,Mobile Home Double Wide,Single Residence,,Fire Resistant,,,Combustible,Unknown, , , ,,,,57790.0,,8608 DEERBRUSH AV SOUTH LAKE,35.6314229262502,-118.368092646685
80804,Destroyed (>50%),7117.0,Winding ,Way,Grizzly Flats,CA,95636.0,AEU,El Dorado,Grizzly Flats,8/14/2021 12:00:00 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,1.0,Metal,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,11-20,,139562.0,,7117 WINDING WAY GRIZZLY FLATS CA 95636,38.6421716741312,-120.523384347988
121600,No Damage,15247.0,La Cruz,Drive,Pacific Palisades,CA,90272.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Commercial Building Multi Story,Nonresidential Commercial,,Asphalt,No Eaves,No Vents,Stucco Brick Cement,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,1708863.0,1966.0,"864 SWARTHMORE AVE, PACIFIC PALISADES, CA 90272",34.0463838,-118.5256446
60218,Destroyed (>50%),20754.0,Santa Barbara,,Middletown,CA,0.0,LNU,Lake,,9/12/2015 12:00:00 AM,Fire,,Mobile Home Single Wide,Single Residence,,Fire Resistant,Unknown,Unknown,Fire Resistant,Unknown, , , ,,,,32128.0,,20693 SANTA ROSA AVE MIDDLETOWN CA 95461,38.7598140997423,-122.631171104179
21031,No Damage,777.0,Kings Highway,,,CA,,CZU,Santa Cruz,,8/16/2020 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,109619.0,1977.0,777 KINGS HWY BOULDER CREEK CA 95006,37.1610057765324,-122.154387424863
121051,Destroyed (>50%),21520.0,Pacific Coast,Highway,Malibu,CA,90265.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Multi Story,Single Residence,0.0,Concrete,Enclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,,1530000.0,1969.0,"21520 PACIFIC COAST HWY, MALIBU, CA 90265",34.0380621,-118.6435316
102375,No Damage,408.0,W Altadena ,Drive,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,No Windows,No Deck/Porch,No Deck/Porch,Non Combustible,Non Combustible,,,204000.0,1946.0,"408 W ALTADENA DR, ALTADENA, CA 91001",34.1966886,-118.1555914
29808,Destroyed (>50%),1781.0,Stark,Lane,Paradise Northeast B,CA,,BTU,Butte,Paradise ,11/8/2018 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane,No Deck/Porch,No Deck/Porch,Combustible,Combustible,,>50',223068.0,1990.0,1781  STARK LN   PARADISE CA 95969,39.7744646680348,-121.577205939014
82615,No Damage,17380.0,42 Mile Stone,Road,Twin Bridges,CA,95735.0,AEU,El Dorado,Twin Bridges,8/14/2021 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,0.0,Metal,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Single Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,,,33410.0,,17380 42 MILE STONE RD TWIN BRIDGES CA 95735,38.7922734026626,-120.149896829282
56767,No Damage,,,,Unincorporated,CA,,BTU,Butte,,11/8/2018 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,, , , , , , , , ,,,,99470.0,1976.0,11216 YANKEE HILL RD OROVILLE CA 95965,39.7075449625454,-121.525466014954
72595,Destroyed (>50%),2912.0,Raccoon ,Drive,SQUIRREL MTN VA,CA,0.0,KRN,Kern,,6/24/2016 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Fire Resistant,,,Fire Resistant,Single Pane, , , ,,,,121833.0,,2912 RACCOON DR SQUIRREL MTN VA,35.615474708929,-118.410250927023
85372,Destroyed (>50%),260.0,Darmer ,Avenue,Crescent Mills,CA,95934.0,LMU,Plumas,,7/13/2021 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Wood,Single Pane,Wood,No Deck/Porch,Combustible,No Fence,>30,,51150.0,,260 DARMER AVE CRESCENT MILLS CA 95934,40.057001916393,-120.968541316879
51377,Destroyed (>50%),16913.0,Keswick Dam,Road,Unincorporated,CA,,SHU,Shasta,Redding ,7/23/2018 12:00:00 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,,Asphalt,Unknown,Unknown,Combustible,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,0-10,,94180.0,1964.0,16913 KESWICK DAM RD REDDING CA 96003,40.6147570267221,-122.4353532708
41372,Destroyed (>50%),1843.0,Clear Brook,Lane,Paradise Southeast A,CA,,BTU,Butte,Paradise ,11/8/2018 12:00:00 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Combustible,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,<30',145656.0,1977.0,1843  CLEAR BROOK LN   PARADISE CA 95969,39.7676903535305,-121.572831714909
12785,No Damage,900.0,Meadowood ,Lane,,CA,,LNU,Napa,St. Helena ,9/27/2020 12:00:00 AM,Fire,,Commercial Building Multi Story,Nonresidential Commercial,,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,Wood,No Deck/Porch,No Patio Cover/Carport,Combustible,,,48703108.0,,900 MEADOWOOD LN SAINT HELENA CA 94574,38.5231380112782,-122.466681223121
7847,No Damage,47266.0,Italian bar,Road,,CA,0.0,FKU,Fresno,,9/4/2020 12:00:00 AM,Fire,,Commercial Building Single Story,Nonresidential Commercial,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,0.0,0.0,   ,37.1480950431019,-119.38996126726
107622,Destroyed (>50%),32.0,E Calaveras ,Street,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,0.0,Tile,No Eaves,Unknown,Stucco Brick Cement,Unknown,No Deck/Porch,No Deck/Porch,Unknown,Non Combustible,,,97791.0,1926.0,"32 E CALAVERAS ST, ALTADENA, CA 91001",34.1889202,-118.1490311
41527,Destroyed (>50%),5410.0,Hickory ,Way,Paradise Central Southwest A,CA,,BTU,Butte,Paradise,11/8/2018 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,Non Combustible,,,197157.0,1981.0,5410  HICKORY WAY   PARADISE CA 95969,39.7451958974078,-121.635628961377
21517,No Damage,0.0,,,,CA,,CZU,Santa Cruz,,8/16/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,378513.0,1985.0,166 AZALEA LN BONNY DOON CA 95060,37.042369455026,-122.11162762722
87453,No Damage,0.0,Genesee,Road,,CA,,LMU,Plumas,Taylorsville ,7/13/2021 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,0.0,Metal,Enclosed,No Vents,Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,,,,40.0450345039746,-120.808462887908
67688,Destroyed (>50%),5161.0,Gold Wash Creek,,Mountain Ranch,CA,95246.0,TCU,Calaveras,Mountain Ranch,9/9/2015 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Fire Resistant,Unknown,Screened,Combustible,Unknown, , , ,,,,131000.0,,5161 GOLDWASH CRK MOUNTAIN RANCH CA 95246,38.2704856062469,-120.507646752644
97969,Destroyed (>50%),32673.0,Ortega Hwy,,Lake Elsinore,CA,92530.0,RRU,Riverside,,9/9/2024 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unknown,"Mesh Screen > 1/8""""",Wood,Unknown,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,>30,,235476.0,1977.0,"32673 ORTEGA HWY, LAKE ELSINORE, CA 92530",33.6470464,-117.4188269
66964,Destroyed (>50%),8812.0,Bass,Court,Lower Lake,CA,95457.0,LNU,Lake,,8/13/2016 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Unknown,Unknown,Unknown,Fire Resistant,Unknown, , , ,,,,40799.0,,8812 BASS CT LOWER LAKE CA 95457,38.9194773751665,-122.592967674845
43860,Destroyed (>50%),5981.0,Maxwell,Drive,Paradise Central Southwest B,CA,,BTU,Butte,Paradise ,11/8/2018 12:00:00 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,Unscreened,Ignition Resistant,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,,,63611.0,1954.0,5979  MAXWELL DR   PARADISE CA 95969,39.7632688276977,-121.612990219661
87609,Destroyed (>50%),10544.0,Dixie,Road,Portola ,CA,0.0,LMU,Plumas,,7/13/2021 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,0.0,Metal,Enclosed,No Vents,Wood,Multi Pane,Wood,Wood,No Patio Cover/Carport,No Fence,,,8626.0,,10544 DIXIE VALLEY RD CA,39.9648087769958,-120.346458149712
42936,Destroyed (>50%),1389.0,Cottage ,Lane,Paradise Central Southeast B,CA,,BTU,Butte,Paradise,11/8/2018 12:00:00 AM,Fire,Unknown,Utility Misc Structure,Other Minor Structure,,Metal,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,19377.0,1973.0,1389  COTTAGE LN   PARADISE CA 95969,39.7471600097923,-121.594888589967
19876,Destroyed (>50%),7725.0,Blue Ridge ,Road,,CA,,LNU,Solano,Vacaville ,8/16/2020 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,143395.0,1986.0,7725 BLUE RIDGE RD VACAVILLE CA 95688,38.4448672589952,-122.124191904958
37689,Destroyed (>50%),13989.0,Creston ,Road,Magalia,CA,,BTU,Butte,Magalia ,11/8/2018 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Asphalt,Unknown,Unknown,Combustible,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,84879.0,1983.0,13989  CRESTON RD   MAGALIA CA 95954,39.8184463158886,-121.604741521311
96703,Destroyed (>50%),31120.0,Moulton ,Loop,Paynes Creek,CA,96075.0,TGU,Tehama,,7/24/2024 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,0.0,Metal,Unknown,Unknown,Wood,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,98940.0,1953.0,"31120 MOULTON LOOP, PAYNES CREEK, CA 96075",40.3519747,-121.871132
86429,No Damage,714900.0,Vista,Lane,Janesville,CA,96114.0,LMU,Lassen,,7/13/2021 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unenclosed,No Vents,Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,139097.0,,714-900 VISTA LN JANESVILLE CA 96114,40.2553366898838,-120.468549693638
35680,Destroyed (>50%),13811.0,Wake ,Court,Magalia,CA,,BTU,Butte,Magalia,11/8/2018 12:00:00 AM,Fire,Unknown,Mobile Home Double Wide,Single Residence,0.0,Asphalt,Unknown,"Mesh Screen > 1/8""""",Combustible,Single Pane,No Deck/Porch,Wood,Combustible,No Fence,21-30,,15134.0,1977.0,6369  WAKE CT   MAGALIA CA 95954,39.8102148168908,-121.599207149966
28149,No Damage,28510.0,Williams Canyon,Road,,CA,,ORC,Orange,,12/2/2020 12:00:00 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,,Other,Enclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,>30,>50',169264.0,1982.0,28510 WILLIAMS CANYON RD SILVERADO CA,33.7284667090005,-117.633457371072
83007,No Damage,2634.0,Henderson ,Street,South Lake Tahoe,CA,96150.0,AEU,El Dorado,,8/14/2021 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,No Eaves,"Mesh Screen <= 1/8""""",Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,104647.0,,2634 HENDERSON ST SOUTH LAKE TAHOE CA 96150,38.8388210334298,-120.025324516732
19641,No Damage,19800.0,Pool Ridge ,Road,,CA,,LNU,Sonoma,Guerneville ,8/16/2020 12:00:00 AM,Fire,Combination of Actions,Utility Misc Structure,Other Minor Structure,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,30020.0,,19800 POOL RIDGE RD GUERNEVILLE CA 95446,38.5523848940957,-123.020920821778
28722,Destroyed (>50%),13894.0,Hood,Court,Magalia,CA,,BTU,Butte,Magalia,11/8/2018 12:00:00 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,,Asphalt,Unknown,"Mesh Screen > 1/8""""",Combustible,Unknown,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,21-30,<30',9093.0,1973.0,13892  HOOD CT   MAGALIA CA 95954,39.8147160330063,-121.598367733622
125833,Destroyed (>50%),2330.0,Live Oak Meadows ,Road,Malibu,CA,90265.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Tile,Unknown,Unscreened,Stucco Brick Cement,Multi Pane,Masonry/Concrete,Unknown,Unknown,Non Combustible,,,334222.0,1997.0,"2330 LIVE OAK MEADOWS RD, MALIBU, CA 90265",34.0662998,-118.6413879
10232,No Damage,555.0,Canon Park,Drive,Napa,CA,,LNU,Napa,,9/27/2020 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Asphalt,Unenclosed,No Vents,Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,130931.0,1965.0,555 CANON PARK DR SAINT HELENA CA 94574,38.535225331033,-122.473735337314
120234,Destroyed (>50%),424.0,Beirut,Avenue,Pacific Palisades,CA,90272.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Single Family Residence Multi Story,Single Residence,,Unknown,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Unknown,Masonry/Concrete,Masonry/Concrete,Unknown,Combustible,,,92467.0,1950.0,"424 BEIRUT AVE, PACIFIC PALISADES, CA 90272",34.0378474,-118.5302507
39656,Destroyed (>50%),12137.0,Centerville,Road,Unincorporated,CA,,BTU,Butte,Chico,11/8/2018 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,,,289525.0,1983.0,12137  CENTERVILLE RD   CHICO CA 95926,39.7447370948644,-121.68913279487
95946,Destroyed (>50%),99.0,Harvey ,Road,Cohasset,CA,95973.0,BTU,Butte,,7/24/2024 12:00:00 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,,350880.0,2008.0,"99 HARVEY RD, COHASSET, CA 95973",39.9104936,-121.7338524
70017,Destroyed (>50%),10191.0,Green Hills,Court,Mountain Ranch,CA,95246.0,TCU,Calaveras,Sierra vista,9/9/2015 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Fire Resistant,Enclosed,Screened,Combustible,Multi Pane, , , ,,,,69000.0,,10191 GREENHILLS CT MOUNTAIN RANCH CA 95246,38.2427294198284,-120.589797510205
108129,No Damage,2025.0,Lake,Avenue,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Commercial Building Multi Story,Nonresidential Commercial,,Other,Enclosed,No Vents,Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,,578087.0,1927.0,"2025 LAKE AVE, ALTADENA, CA 91001",34.1806962,-118.1319731
63818,Destroyed (>50%),12153.0,Lakeshore,Drive,,CA,0.0,LNU,Lake,Clear Lake ,10/8/2017 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Fire Resistant,Unknown,Unknown,Fire Resistant,Unknown, , , ,,,,169502.0,,12145 LAKESHORE DR CLEARLAKE PARK CA 95424,38.9768610025729,-122.685285804642
67359,Destroyed (>50%),15125.0,HWY  175,,Cobb,CA,0.0,LNU,Lake,Hobergs,9/12/2015 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Combustible,Unenclosed,Unscreened,Combustible,Single Pane, , , ,,,,125000.0,,15125 STATE HIGHWAY 175 MIDDLETOWN CA 95461,38.8433307879524,-122.724199444735
124982,No Damage,1060.0,Palisair ,Place,Pacific Palisades,CA,90272.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,,,69251.0,1954.0,"1060 PALISAIR PL, PACIFIC PALISADES, CA 90272",34.0531796,-118.5317921
82868,No Damage,796.0,Nahane,Drive,South Lake Tahoe,CA,96150.0,AEU,El Dorado,Henderson ,8/14/2021 12:00:00 AM,Fire,Combination of Actions,Single Family Residence Multi Story,Single Residence,0.0,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Wood,No Deck/Porch,Combustible,Non Combustible,,,264180.0,,796 NAHANE DR SOUTH LAKE TAHOE CA 96150,38.8362557935167,-120.02589836323
88263,No Damage,20146.0,Sunrise ,Drive,Redding,CA,96003.0,SHU,Shasta,,9/22/2021 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,No Deck/Porch,No Deck/Porch,Non Combustible,No Fence,,,79139.0,,20146 SUNRISE DR REDDING CA 96003,40.6930199856971,-122.30859362611
107218,Destroyed (>50%),2548.0,La Fiesta,Avenue,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unknown,Unknown,Stucco Brick Cement,Unknown,No Deck/Porch,No Deck/Porch,Unknown,Combustible,,,253088.0,1942.0,"2548 LA FIESTA AVE, ALTADENA, CA 91001",34.1891875,-118.1507163
127070,No Damage,925.0,Greentree,Road,Pacific Palisades,CA,90272.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,Masonry/Concrete,Masonry/Concrete,Combustible,Combustible,,,437300.0,1951.0,"925 GREENTREE RD, PACIFIC PALISADES, CA 90272",34.0458653,-118.5138378
