OBJECTID,* Damage,* Street Number,* Street Name,"* Street Type (e.g. road, drive, lane, etc.)",* City,* CAL FIRE Unit,County,Incident Start Date,* Structure Type,Structure Category,* Roof Construction,* Eaves,* Vent Screen,* Exterior Siding,* Window Pane,* Deck/Porch On Grade,* Deck/Porch Elevated,* Patio Cover/Carport Attached to Structure,* Fence Attached to Structure,Assessed Improved Value (parcel),Year Built (parcel),Site Address (parcel),Latitude,Longitude,Structure Age,Log Assessed Value,Fire Risk Score,Month,Fire Season Category,Month Name
128494,Destroyed (>50%),528.0,N Las Casas,Avenue,Pacific Palisades,LAC,Los Angeles,2025-01-07 08:02:01,Single Family Residence Single Story,Single Residence,Asphalt,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,No Fence,147684.0,1953.0,"528 N LAS CASAS AVE, PACIFIC PALISADES, CA 90272",34.0447288,-118.54311,72.0,11.902836906151627,4.7,1,Peak Fire Season,January
111843,No Damage,2349.0,Glenrose,Avenue,Altadena,LAC,Los Angeles,2025-01-07 08:02:01,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,65415.0,1945.0,"2349 GLENROSE AVE, ALTADENA, CA 91001",34.1861638,-118.1558197,80.0,11.088522155841813,4.8,1,Peak Fire Season,January
65665,Destroyed (>50%),5055.0,Upper Ridge,Road,Unincorporated,LNU,Sonoma,2017-10-08 00:00:00,Single Family Residence Multi Story,Single Residence,Fire Resistant,Unknown,Screened,Fire Resistant,Multi Pane, , , ,No Fence,161394.0,1964.0,5055 UPPER RIDGE RD SANTA ROSA CA 95404,38.5202108047452,-122.673957497344,53.0,11.991610055403804,2.6,10,Moderate Season,October
71955,Destroyed (>50%),8608.0,Deerbrush,Avenue,SOUTH LAKE,KRN,Kern,2016-06-24 00:00:00,Mobile Home Double Wide,Single Residence,Fire Resistant,Unknown,Unknown,Combustible,Unknown, , , ,No Fence,57790.0,1964.0,8608 DEERBRUSH AV SOUTH LAKE,35.6314229262502,-118.368092646685,52.0,10.96458833319395,4.6,6,Low Fire Season,June
80804,Destroyed (>50%),7117.0,Winding ,Way,Grizzly Flats,AEU,El Dorado,2021-08-14 00:00:00,Single Family Residence Single Story,Single Residence,Metal,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,139562.0,1964.0,7117 WINDING WAY GRIZZLY FLATS CA 95636,38.6421716741312,-120.523384347988,57.0,11.846271391200368,2.8,8,Peak Fire Season,August
60218,Destroyed (>50%),20754.0,Santa Barbara,Road,Middletown,LNU,Lake,2015-09-12 00:00:00,Mobile Home Single Wide,Single Residence,Fire Resistant,Unknown,Unknown,Fire Resistant,Unknown, , , ,No Fence,32128.0,1964.0,20693 SANTA ROSA AVE MIDDLETOWN CA 95461,38.7598140997423,-122.631171104179,51.0,10.37751432806502,2.6,9,Moderate Season,September
21031,No Damage,777.0,Kings Highway,Road,Santa Cruz County,CZU,Santa Cruz,2020-08-16 00:00:00,Single Family Residence Multi Story,Single Residence,Asphalt,Unknown,Unknown,Unknown,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,109619.0,1977.0,777 KINGS HWY BOULDER CREEK CA 95006,37.1610057765324,-122.154387424863,43.0,11.604775118600108,3.8,8,Peak Fire Season,August
102375,No Damage,408.0,W Altadena ,Drive,Altadena,LAC,Los Angeles,2025-01-07 08:02:01,Utility Misc Structure,Other Minor Structure,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,No Windows,No Deck/Porch,No Deck/Porch,Non Combustible,Non Combustible,204000.0,1946.0,"408 W ALTADENA DR, ALTADENA, CA 91001",34.1966886,-118.1555914,79.0,12.225880174775122,4.8,1,Peak Fire Season,January
29808,Destroyed (>50%),1781.0,Stark,Lane,Paradise Northeast B,BTU,Butte,2018-11-08 00:00:00,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane,No Deck/Porch,No Deck/Porch,Combustible,Combustible,223068.0,1990.0,1781  STARK LN   PARADISE CA 95969,39.7744646680348,-121.577205939014,28.0,12.315236419623034,6.3,11,Peak Fire Season,November
82615,No Damage,17380.0,42 Mile Stone,Road,Twin Bridges,AEU,El Dorado,2021-08-14 00:00:00,Single Family Residence Multi Story,Single Residence,Metal,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Single Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,33410.0,1964.0,17380 42 MILE STONE RD TWIN BRIDGES CA 95735,38.7922734026626,-120.149896829282,57.0,10.41664046606121,2.7,8,Peak Fire Season,August
72595,Destroyed (>50%),2912.0,Raccoon ,Drive,SQUIRREL MTN VA,KRN,Kern,2016-06-24 00:00:00,Single Family Residence Single Story,Single Residence,Fire Resistant,Unknown,Unknown,Fire Resistant,Single Pane, , , ,No Fence,121833.0,1964.0,2912 RACCOON DR SQUIRREL MTN VA,35.615474708929,-118.410250927023,52.0,11.710414741445113,2.6,6,Low Fire Season,June
85372,Destroyed (>50%),260.0,Darmer ,Avenue,Crescent Mills,LMU,Plumas,2021-07-13 00:00:00,Single Family Residence Single Story,Single Residence,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Wood,Single Pane,Wood,No Deck/Porch,Combustible,No Fence,51150.0,1964.0,260 DARMER AVE CRESCENT MILLS CA 95934,40.057001916393,-120.968541316879,57.0,10.842537321530799,3.8,7,Moderate Season,July
51377,Destroyed (>50%),16913.0,Keswick Dam,Road,Unincorporated,SHU,Shasta,2018-07-23 00:00:00,Single Family Residence Single Story,Single Residence,Asphalt,Unknown,Unknown,Combustible,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,94180.0,1964.0,16913 KESWICK DAM RD REDDING CA 96003,40.6147570267221,-122.4353532708,54.0,11.452973741706773,6.3,7,Moderate Season,July
41372,Destroyed (>50%),1843.0,Clear Brook,Lane,Paradise Southeast A,BTU,Butte,2018-11-08 00:00:00,Single Family Residence Single Story,Single Residence,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Combustible,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,145656.0,1977.0,1843  CLEAR BROOK LN   PARADISE CA 95969,39.7676903535305,-121.572831714909,41.0,11.889009821651529,6.3,11,Peak Fire Season,November
7847,No Damage,47266.0,Italian bar,Road,Fresno County,FKU,Fresno,2020-09-04 00:00:00,Commercial Building Single Story,Nonresidential Commercial,Asphalt,Unknown,Unknown,Unknown,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,0.0,1964.0,   ,37.1480950431019,-119.38996126726,56.0,0.0,3.8,9,Moderate Season,September
107622,Destroyed (>50%),32.0,E Calaveras ,Street,Altadena,LAC,Los Angeles,2025-01-07 08:02:01,Single Family Residence Single Story,Single Residence,Tile,No Eaves,Unknown,Stucco Brick Cement,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,97791.0,1926.0,"32 E CALAVERAS ST, ALTADENA, CA 91001",34.1889202,-118.1490311,99.0,11.490598053086138,3.3,1,Peak Fire Season,January
41527,Destroyed (>50%),5410.0,Hickory ,Way,Paradise Central Southwest A,BTU,Butte,2018-11-08 00:00:00,Single Family Residence Multi Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,Non Combustible,197157.0,1981.0,5410  HICKORY WAY   PARADISE CA 95969,39.7451958974078,-121.635628961377,37.0,12.191760716722417,4.2,11,Peak Fire Season,November
21517,No Damage,0.0,166 AZALEA LN BONNY DOON CA 95060,Road,Santa Cruz County,CZU,Santa Cruz,2020-08-16 00:00:00,Single Family Residence Single Story,Single Residence,Asphalt,Unknown,Unknown,Unknown,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,378513.0,1985.0,166 AZALEA LN BONNY DOON CA 95060,37.042369455026,-122.11162762722,35.0,12.844008339286562,3.8,8,Peak Fire Season,August
67688,Destroyed (>50%),5161.0,Gold Wash Creek,Road,Mountain Ranch,TCU,Calaveras,2015-09-09 00:00:00,Single Family Residence Multi Story,Single Residence,Fire Resistant,Unknown,Screened,Combustible,Unknown, , , ,No Fence,131000.0,1964.0,5161 GOLDWASH CRK MOUNTAIN RANCH CA 95246,38.2704856062469,-120.507646752644,51.0,11.782960235741939,4.6,9,Moderate Season,September
97969,Destroyed (>50%),32673.0,Ortega Hwy,Road,Lake Elsinore,RRU,Riverside,2024-09-09 00:00:00,Single Family Residence Single Story,Single Residence,Asphalt,Unknown,"Mesh Screen > 1/8""""",Wood,Unknown,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,235476.0,1977.0,"32673 ORTEGA HWY, LAKE ELSINORE, CA 92530",33.6470464,-117.4188269,47.0,12.369368523125592,3.8,9,Moderate Season,September
66964,Destroyed (>50%),8812.0,Bass,Court,Lower Lake,LNU,Lake,2016-08-13 00:00:00,Utility Misc Structure,Other Minor Structure,Asphalt,Unknown,Unknown,Fire Resistant,Unknown, , , ,No Fence,40799.0,1964.0,8812 BASS CT LOWER LAKE CA 95457,38.9194773751665,-122.592967674845,52.0,10.616437360392252,3.1,8,Peak Fire Season,August
43860,Destroyed (>50%),5981.0,Maxwell,Drive,Paradise Central Southwest B,BTU,Butte,2018-11-08 00:00:00,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,Unscreened,Ignition Resistant,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,63611.0,1954.0,5979  MAXWELL DR   PARADISE CA 95969,39.7632688276977,-121.612990219661,64.0,11.060557410775806,4.3,11,Peak Fire Season,November
87609,Destroyed (>50%),10544.0,Dixie,Road,Portola ,LMU,Plumas,2021-07-13 00:00:00,Single Family Residence Single Story,Single Residence,Metal,Enclosed,No Vents,Wood,Multi Pane,Wood,Wood,No Patio Cover/Carport,No Fence,8626.0,1964.0,10544 DIXIE VALLEY RD CA,39.9648087769958,-120.346458149712,57.0,9.062652099076578,2.7,7,Moderate Season,July
42936,Destroyed (>50%),1389.0,Cottage ,Lane,Paradise Central Southeast B,BTU,Butte,2018-11-08 00:00:00,Utility Misc Structure,Other Minor Structure,Metal,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,19377.0,1973.0,1389  COTTAGE LN   PARADISE CA 95969,39.7471600097923,-121.594888589967,45.0,9.87189368094495,4.3,11,Peak Fire Season,November
19876,Destroyed (>50%),7725.0,Blue Ridge ,Road,Solano County,LNU,Solano,2020-08-16 00:00:00,Utility Misc Structure,Other Minor Structure,Asphalt,Unknown,Unknown,Unknown,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,143395.0,1986.0,7725 BLUE RIDGE RD VACAVILLE CA 95688,38.4448672589952,-122.124191904958,34.0,11.873365312755823,3.8,8,Peak Fire Season,August
37689,Destroyed (>50%),13989.0,Creston ,Road,Magalia,BTU,Butte,2018-11-08 00:00:00,Utility Misc Structure,Other Minor Structure,Asphalt,Unknown,Unknown,Combustible,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,84879.0,1983.0,13989  CRESTON RD   MAGALIA CA 95954,39.8184463158886,-121.604741521311,35.0,11.348993773287864,6.3,11,Peak Fire Season,November
96703,Destroyed (>50%),31120.0,Moulton ,Loop,Paynes Creek,TGU,Tehama,2024-07-24 00:00:00,Single Family Residence Single Story,Single Residence,Metal,Unknown,Unknown,Wood,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,98940.0,1953.0,"31120 MOULTON LOOP, PAYNES CREEK, CA 96075",40.3519747,-121.871132,71.0,11.50227899186626,2.8,7,Moderate Season,July
86429,No Damage,714900.0,Vista,Lane,Janesville,LMU,Lassen,2021-07-13 00:00:00,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,No Vents,Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,139097.0,1964.0,714-900 VISTA LN JANESVILLE CA 96114,40.2553366898838,-120.468549693638,57.0,11.842933999662948,3.8,7,Moderate Season,July
35680,Destroyed (>50%),13811.0,Wake ,Court,Magalia,BTU,Butte,2018-11-08 00:00:00,Mobile Home Double Wide,Single Residence,Asphalt,Unknown,"Mesh Screen > 1/8""""",Combustible,Single Pane,No Deck/Porch,Wood,Combustible,No Fence,15134.0,1977.0,6369  WAKE CT   MAGALIA CA 95954,39.8102148168908,-121.599207149966,41.0,9.624765221455819,6.2,11,Peak Fire Season,November
28149,No Damage,28510.0,Williams Canyon,Road,Orange County,ORC,Orange,2020-12-02 00:00:00,Single Family Residence Single Story,Single Residence,Other,Enclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,169264.0,1982.0,28510 WILLIAMS CANYON RD SILVERADO CA,33.7284667090005,-117.633457371072,38.0,12.039220813139911,3.3,12,Low Fire Season,December
83007,No Damage,2634.0,Henderson ,Street,South Lake Tahoe,AEU,El Dorado,2021-08-14 00:00:00,Utility Misc Structure,Other Minor Structure,Asphalt,No Eaves,"Mesh Screen <= 1/8""""",Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,104647.0,1964.0,2634 HENDERSON ST SOUTH LAKE TAHOE CA 96150,38.8388210334298,-120.025324516732,57.0,11.558357616368063,3.8,8,Peak Fire Season,August
19641,No Damage,19800.0,Pool Ridge ,Road,Sonoma County,LNU,Sonoma,2020-08-16 00:00:00,Utility Misc Structure,Other Minor Structure,Asphalt,Unknown,Unknown,Unknown,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,30020.0,1964.0,19800 POOL RIDGE RD GUERNEVILLE CA 95446,38.5523848940957,-123.020920821778,56.0,10.309652415758565,3.8,8,Peak Fire Season,August
28722,Destroyed (>50%),13894.0,Hood,Court,Magalia,BTU,Butte,2018-11-08 00:00:00,Single Family Residence Single Story,Single Residence,Asphalt,Unknown,"Mesh Screen > 1/8""""",Combustible,Unknown,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,9093.0,1973.0,13892  HOOD CT   MAGALIA CA 95954,39.8147160330063,-121.598367733622,45.0,9.115370134384955,6.3,11,Peak Fire Season,November
125833,Destroyed (>50%),2330.0,Live Oak Meadows ,Road,Malibu,LAC,Los Angeles,2025-01-07 08:02:01,Single Family Residence Multi Story,Single Residence,Tile,Unknown,Unscreened,Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,334222.0,1997.0,"2330 LIVE OAK MEADOWS RD, MALIBU, CA 90265",34.0662998,-118.6413879,28.0,12.7195637138406,3.3,1,Peak Fire Season,January
10232,No Damage,555.0,Canon Park,Drive,Napa,LNU,Napa,2020-09-27 00:00:00,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,No Vents,Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,130931.0,1965.0,555 CANON PARK DR SAINT HELENA CA 94574,38.535225331033,-122.473735337314,55.0,11.782433383443099,3.8,9,Moderate Season,September
120234,Destroyed (>50%),424.0,Beirut,Avenue,Pacific Palisades,LAC,Los Angeles,2025-01-07 08:02:01,Single Family Residence Multi Story,Single Residence,Asphalt,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Unknown,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,Combustible,92467.0,1950.0,"424 BEIRUT AVE, PACIFIC PALISADES, CA 90272",34.0378474,-118.5302507,75.0,11.434617917701468,4.7,1,Peak Fire Season,January
39656,Destroyed (>50%),12137.0,Centerville,Road,Unincorporated,BTU,Butte,2018-11-08 00:00:00,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,289525.0,1983.0,12137  CENTERVILLE RD   CHICO CA 95926,39.7447370948644,-121.68913279487,35.0,12.57600038197978,6.3,11,Peak Fire Season,November
95946,Destroyed (>50%),99.0,Harvey ,Road,Cohasset,BTU,Butte,2024-07-24 00:00:00,Single Family Residence Single Story,Single Residence,Asphalt,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,350880.0,2008.0,"99 HARVEY RD, COHASSET, CA 95973",39.9104936,-121.7338524,16.0,12.768202413624854,4.8,7,Moderate Season,July
70017,Destroyed (>50%),10191.0,Green Hills,Court,Mountain Ranch,TCU,Calaveras,2015-09-09 00:00:00,Single Family Residence Multi Story,Single Residence,Fire Resistant,Enclosed,Screened,Combustible,Multi Pane, , , ,No Fence,69000.0,1964.0,10191 GREENHILLS CT MOUNTAIN RANCH CA 95246,38.2427294198284,-120.589797510205,51.0,11.141876276228,4.6,9,Moderate Season,September
108129,No Damage,2025.0,Lake,Avenue,Altadena,LAC,Los Angeles,2025-01-07 08:02:01,Commercial Building Multi Story,Nonresidential Commercial,Other,Enclosed,No Vents,Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,578087.0,1927.0,"2025 LAKE AVE, ALTADENA, CA 91001",34.1806962,-118.1319731,98.0,13.267481385200739,3.3,1,Peak Fire Season,January
63818,Destroyed (>50%),12153.0,Lakeshore,Drive,Clearlake,LNU,Lake,2017-10-08 00:00:00,Utility Misc Structure,Other Minor Structure,Fire Resistant,Unknown,Unknown,Fire Resistant,Unknown, , , ,No Fence,169502.0,1964.0,12145 LAKESHORE DR CLEARLAKE PARK CA 95424,38.9768610025729,-122.685285804642,53.0,12.04062590476106,2.6,10,Moderate Season,October
67359,Destroyed (>50%),15125.0,HWY  175,Road,Cobb,LNU,Lake,2015-09-12 00:00:00,Single Family Residence Single Story,Single Residence,Combustible,Unenclosed,Unscreened,Combustible,Single Pane, , , ,No Fence,125000.0,1964.0,15125 STATE HIGHWAY 175 MIDDLETOWN CA 95461,38.8433307879524,-122.724199444735,51.0,11.736077016252437,3.1,9,Moderate Season,September
124982,No Damage,1060.0,Palisair ,Place,Pacific Palisades,LAC,Los Angeles,2025-01-07 08:02:01,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,69251.0,1954.0,"1060 PALISAIR PL, PACIFIC PALISADES, CA 90272",34.0531796,-118.5317921,71.0,11.145507304498967,3.8,1,Peak Fire Season,January
82868,No Damage,796.0,Nahane,Drive,South Lake Tahoe,AEU,El Dorado,2021-08-14 00:00:00,Single Family Residence Multi Story,Single Residence,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Wood,No Deck/Porch,Combustible,Non Combustible,264180.0,1964.0,796 NAHANE DR SOUTH LAKE TAHOE CA 96150,38.8362557935167,-120.02589836323,57.0,12.484389753268593,3.8,8,Peak Fire Season,August
88263,No Damage,20146.0,Sunrise ,Drive,Redding,SHU,Shasta,2021-09-22 00:00:00,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,No Deck/Porch,No Deck/Porch,Non Combustible,No Fence,79139.0,1964.0,20146 SUNRISE DR REDDING CA 96003,40.6930199856971,-122.30859362611,57.0,11.278973714939415,3.8,9,Moderate Season,September
107218,Destroyed (>50%),2548.0,La Fiesta,Avenue,Altadena,LAC,Los Angeles,2025-01-07 08:02:01,Single Family Residence Single Story,Single Residence,Asphalt,Unknown,Unknown,Stucco Brick Cement,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,253088.0,1942.0,"2548 LA FIESTA AVE, ALTADENA, CA 91001",34.1891875,-118.1507163,83.0,12.44149648450618,4.8,1,Peak Fire Season,January
127070,No Damage,925.0,Greentree,Road,Pacific Palisades,LAC,Los Angeles,2025-01-07 08:02:01,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,Masonry/Concrete,Masonry/Concrete,Combustible,Combustible,437300.0,1951.0,"925 GREENTREE RD, PACIFIC PALISADES, CA 90272",34.0458653,-118.5138378,74.0,12.988377024158059,3.7,1,Peak Fire Season,January
57033,No Damage,1170.0,Castle Oaks,Drive,Unincorporated,LNU,Napa,2017-10-08 00:00:00,Single Family Residence Multi Story,Single Residence,Fire Resistant,Enclosed,Screened,Fire Resistant,Multi Pane, , , ,No Fence,351974.0,1964.0,1170 CASTLE OAKS DR,38.3549071290541,-122.256884481925,53.0,12.771315429330729,2.6,10,Moderate Season,October
125919,No Damage,16705.0,Marquez,Terrace,Pacific Palisades,LAC,Los Angeles,2025-01-07 08:02:01,Single Family Residence Multi Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,Combustible,566463.0,1952.0,"16705 MARQUEZ TER, PACIFIC PALISADES, CA 90272",34.0482602,-118.5455067,73.0,13.24716880932855,4.8,1,Peak Fire Season,January
29296,Destroyed (>50%),7209.0,Skyway ,Boulevard,Paradise Southwest B,BTU,Butte,2018-11-08 00:00:00,Mobile Home Single Wide,Single Residence,Metal,Enclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,No Fence,586597.0,1920.0,7209  SKYWAY   1 PARADISE CA 95969,39.7671374164608,-121.616013183543,98.0,13.282095026041326,4.2,11,Peak Fire Season,November
123959,Destroyed (>50%),16426.0,Akron,Street,Pacific Palisades,LAC,Los Angeles,2025-01-07 08:02:01,Single Family Residence Single Story,Single Residence,Asphalt,Unknown,Unknown,Wood,Unknown,Masonry/Concrete,Wood,Combustible,Non Combustible,683265.0,1954.0,"16426 AKRON ST, PACIFIC PALISADES, CA 90272",34.0504592,-118.5403186,71.0,13.434639521006067,3.7,1,Peak Fire Season,January
12526,No Damage,1777.0,Adobe Canyon ,Road,Sonoma County,LNU,Sonoma,2020-09-27 00:00:00,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,No Vents,Wood,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,164837.0,1964.0,1777 ADOBE CANYON RD KENWOOD CA 95452,38.4491966010717,-122.538837591631,56.0,12.012718452401716,3.8,9,Moderate Season,September
3810,Destroyed (>50%),0.0,Onyett,Road,Butte County,BTU,Butte,2020-09-09 00:00:00,Mobile Home Single Wide,Single Residence,Asphalt,Unknown,Unknown,Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,0.0,1964.0,No Address Available,39.5776258104613,-121.325947231301,56.0,0.0,3.8,9,Moderate Season,September
